time/fps,time/time_elapsed,time/iterations,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,train/value_loss,train/explained_variance,train/entropy_loss,train/approx_kl,train/clip_fraction,train/loss,train/policy_gradient_loss,train/std,train/learning_rate,train/clip_range,train/n_updates
518,1911,121,991232,745.74,445.59119452999994,3.889713540673256,0.8016790747642517,-19.770142138004303,0.05693981,0.44420166015625,0.7718653678894043,-0.03724884786352049,1.2627812623977661,0.0003,0.2,1200
519,1923,122,999424,746.38,446.27554547,6.333784728497267,0.8803128004074097,-19.836751449108124,0.026037812,0.28514404296875,1.5863800048828125,-0.03478680804837495,1.2682934999465942,0.0003,0.2,1210
520,1936,123,1007616,738.86,442.17442752999995,12.958752678334713,0.8568861484527588,-19.870701485872267,0.015420104,0.18936767578125,6.97791051864624,-0.03432165443955455,1.2724382877349854,0.0003,0.2,1220
521,1948,124,1015808,744.63,446.35461449,11.70115930736065,0.8728770613670349,-19.902339506149293,0.020263944,0.2319091796875,4.0111589431762695,-0.040360245961710464,1.2750476598739624,0.0003,0.2,1230
522,1961,125,1024000,736.43,441.2171464400001,7.574369756504893,0.8947571516036987,-19.936577707529068,0.022703689,0.23626708984375,2.6623191833496094,-0.03838328892197751,1.2801095247268677,0.0003,0.2,1240
522,1974,126,1032192,725.61,435.51041816,7.321077634394169,0.8875936269760132,-20.001255828142167,0.025334863,0.3228271484375,4.981278896331787,-0.03543021974437579,1.286272644996643,0.0003,0.2,1250
523,1986,127,1040384,743.69,446.92766401999995,14.314596433937549,0.8723021745681763,-20.03628835082054,0.01970452,0.219775390625,7.002126216888428,-0.0391997984777845,1.2904939651489258,0.0003,0.2,1260
524,1999,128,1048576,744.59,447.23895337999994,5.5904568083584305,0.8091860413551331,-20.102752792835236,0.04668595,0.4072021484375,3.873600482940674,-0.03411083716928261,1.2996248006820679,0.0003,0.2,1270
525,2011,129,1056768,754.28,453.56938364,5.836945422738791,0.8401013612747192,-20.149865174293517,0.0275474,0.30162353515625,1.5031406879425049,-0.03344237908750074,1.303368330001831,0.0003,0.2,1280
526,2024,130,1064960,752.29,453.22534994,6.146631100773812,0.8910137414932251,-20.1797525703907,0.021547522,0.234765625,1.5763170719146729,-0.03796744649735047,1.304457664489746,0.0003,0.2,1290
526,2036,131,1073152,770.94,465.36905843999995,7.403036791831255,0.856651246547699,-20.197160625457762,0.023266826,0.260400390625,2.0499584674835205,-0.03367197206389392,1.3076759576797485,0.0003,0.2,1300
527,2049,132,1081344,780.73,471.7110556699999,4.8241859413683414,0.5716357231140137,-20.284523838758467,0.055202276,0.4457275390625,1.726548433303833,-0.027551810102158923,1.3194655179977417,0.0003,0.2,1310
528,2062,133,1089536,769.44,464.58531043000005,3.975487995520234,0.8553490042686462,-20.350971299409867,0.02691654,0.2856689453125,1.1249278783798218,-0.03551085166400299,1.3249468803405762,0.0003,0.2,1320
528,2075,134,1097728,759.52,458.93493495999996,9.188224898278714,0.8918195962905884,-20.38162539601326,0.020164628,0.2158935546875,3.79766583442688,-0.033101646276190874,1.3274786472320557,0.0003,0.2,1330
